"Read","Total_Sales_Turnover","Total_Export_Turnover","Total_Value_Bad_Debts","Profit_Loss_After_Tax","Bank_name","Bank_Branch_Address","Pincode","Amount_Limit_Sanctioned","Amount_Outstanding","Outstanding_Date","Overdue_Amount","Overdue_Date","NameOfTheInsurance","ValueOfTheExport","BuyerNameOfInsuranceDetails","CreditInformation","NonPayment","StateInfo"
"Yes","90000031","80000031","80000031","90000031","Shamrao Vitthal Cooperative Bank","Thane","412032","90000031","8000577","2021-10-23","90000031","2021-10-23","Reliance General  ","90000031","Reliance General  ","32","Test32","Nagaland"
"Yes","90000032","80000032","80000032","90000032","South Indian Bank","Ulhasnagar","412033","90000032","8000578","2021-10-24","90000032","2021-10-24","IFFCO TOKIO ","90000032","Reliance General  ","33","Test33","Odisha"
"Yes","90000033","80000033","80000033","90000033","State Bank of Bikaner Jaipur","Sangli","412034","90000033","8000579","2021-10-25","90000033","2021-10-25","TATA AIG ","90000033","TATA AIG ","34","Test34","Punjab"
"Yes","90000034","80000034","80000034","90000034","State Bank of Hyderabad","Satara","412035","90000034","8000580","2021-10-26","90000034","2021-10-26","Bajaj Allianz ","90000034","Bajaj Allianz ","35","Test35","Rajasthan"
"Yes","90000035","80000035","80000035","90000035","State Bank of India","Sevagram","412036","90000035","8000581","2021-10-27","90000035","2021-10-27","Cholamandalam MS ","90000035","Cholamandalam MS ","36","Test36","Sikkim"
"Yes","90000036","80000036","80000036","90000036","State Bank of Mysore","Solapur","412037","90000036","8000582","2021-10-28","90000036","2021-10-28","ICICI Lombard ","90000036","ICICI Lombard ","37","Test37","Tamil Nadu"
"Yes","90000037","80000037","80000037","90000037","State Bank of Patiala","Thane","412038","90000037","8000583","2021-10-29","90000037","2021-10-29","HDFC ERGO ","90000037","HDFC ERGO ","38","Test38","Telangana"
"Yes","90000038","80000038","80000038","90000038","State Bank of Travancore","Ulhasnagar","412039","90000038","8000584","2021-10-30","90000038","2021-10-30","Future Generali India ","90000038","Future Generali India ","39","Test39","Tripura"
"Yes","90000039","80000039","80000039","90000039","Syndicate Bank","Vasai Virar","412040","90000039","8000585","2021-10-31","90000039","2021-10-31","Universal Sompo ","90000039","Universal Sompo ","40","Test40","Uttar Pradesh"
"Yes","90000040","80000040","80000040","90000040","Tamilnad Mercantile Bank Ltd","Wardha","412041","90000040","8000586","2021-11-01","90000040","2021-11-01","Shriram General ","90000040","Shriram General ","41","Test41","Uttarakhand"
"Yes","90000041","80000041","80000041","90000041","UCO Bank","Yavatmal","412042","90000041","8000587","2021-11-02","90000041","2021-11-02","Bharti AXA General","90000041","Bharti AXA General","42","Test42","West Bengal"
"Yes","90000000","80000000","80000000","90000000","Allahabad Bank","Ahmadnagar","412001","90000000","8000588","2021-11-03","90000000","2021-11-03","Royal Sundaram  ","90000000","Royal Sundaram  ","1","Test1","Andhra Pradesh"
"Yes","90000001","80000001","80000001","90000001","Andhra Bank","Akola","412002","90000001","8000589","2021-11-04","90000001","2021-11-04","Reliance General  ","90000001","Reliance General  ","2","Test2","Arunachal Pradesh"
"Yes","90000002","80000002","80000002","90000002","Axis Bank","Amravati","412003","90000002","8000590","2021-11-05","90000002","2021-11-05","IFFCO TOKIO ","90000002","TATA AIG ","3","Test3","Assam"
"Yes","90000003","80000003","80000003","90000003","Bank of Bahrain and Kuwait","Aurangabad","412004","90000003","8000591","2021-11-06","90000003","2021-11-06","TATA AIG ","90000003","TATA AIG ","4","Test4","Bihar"
"Yes","90000004","80000004","80000004","90000004","Bank of Baroda","Bhandara","412005","90000004","8000592","2021-11-07","90000004","2021-11-07","Bajaj Allianz ","90000004","Bajaj Allianz ","5","Test5","Chhattisgarh"
"Yes","90000005","80000005","80000005","90000005","Bank of Baroda  Retail Banking","Bhusawal","412006","90000005","8000593","2021-11-08","90000005","2021-11-08","Cholamandalam MS ","90000005","Cholamandalam MS ","6","Test6","Goa"
"Yes","90000006","80000006","80000006","90000006","Bank of India","Bid","412007","90000006","8000594","2021-11-09","90000006","2021-11-09","ICICI Lombard ","90000006","ICICI Lombard ","7","Test7","Gujarat"
"Yes","90000007","80000007","80000007","90000007","Bank of Maharashtra","Buldhana","412008","90000007","8000595","2021-11-10","90000007","2021-11-10","HDFC ERGO ","90000007","HDFC ERGO ","8","Test8","Haryana"
"Yes","90000008","80000008","80000008","90000008","Canara Bank","Chandrapur","412009","90000008","8000596","2021-11-11","90000008","2021-11-11","Future Generali India ","90000008","Future Generali India ","9","Test9","Himachal Pradesh"
"Yes","90000009","80000009","80000009","90000009","Central Bank of India","Daulatabad","412010","90000009","8000597","2021-11-12","90000009","2021-11-12","Universal Sompo ","90000009","Universal Sompo ","10","Test10","Jharkhand"
"Yes","90000010","80000010","80000010","90000010","City Union Bank","Dhule","412011","90000010","8000598","2021-11-13","90000010","2021-11-13","Shriram General ","90000010","Shriram General ","11","Test11","Karnataka"
"Yes","90000011","80000011","80000011","90000011","Corporation Bank","Jalgaon","412012","90000011","8000599","2021-11-14","90000011","2021-11-14","Bharti AXA General","90000011","Bharti AXA General","12","Test12","Kerala"
"Yes","90000012","80000012","80000012","90000012","Deutsche Bank","Kalyan","412013","90000012","8000600","2021-10-21","90000012","2021-10-21","Raheja QBE ","90000012","Raheja QBE ","13","Test13","Madhya Pradesh"
"Yes","90000013","80000013","80000013","90000013","Development Credit Bank","Karli","412014","90000013","8000601","2021-10-22","90000013","2021-10-22","SBI General ","90000013","SBI General ","14","Test14","Maharashtra"
"Yes","90000014","80000014","80000014","90000014","Dhanlaxmi Bank","Kolhapur","412015","90000014","8000602","2021-10-23","90000014","2021-10-23","L  T General ","90000014","Reliance General  ","15","Test15","Manipur"
"Yes","90000015","80000015","80000015","90000015","Federal Bank","Mahabaleshwar","412016","90000015","8000603","2021-10-24","90000015","2021-10-24","Royal Sundaram  ","90000015","Royal Sundaram  ","16","Test16","Meghalaya"
"Yes","90000016","80000016","80000016","90000016","ICICI Bank","Malegaon","412017","90000016","8000604","2021-10-25","90000016","2021-10-25","Reliance General  ","90000016","Reliance General  ","17","Test17","Mizoram"
"Yes","90000017","80000017","80000017","90000017","IDBI Bank","Matheran","412018","90000017","8000605","2021-10-26","90000017","2021-10-26","IFFCO TOKIO ","90000017","Reliance General  ","18","Test18","Nagaland"
"Yes","90000018","80000018","80000018","90000018","Indian Bank","Mumbai","412019","90000018","8000606","2021-10-27","90000018","2021-10-27","TATA AIG ","90000018","TATA AIG ","19","Test19","Odisha"
"Yes","90000019","80000019","80000019","90000019","Indian Overseas Bank","Nagpur","412020","90000019","8000607","2021-10-28","90000019","2021-10-28","Bajaj Allianz ","90000019","Bajaj Allianz ","20","Test20","Punjab"
"Yes","90000020","80000020","80000020","90000020","IndusInd Bank","Nanded","412021","90000020","8000608","2021-10-29","90000020","2021-10-29","Cholamandalam MS ","90000020","Cholamandalam MS ","21","Test21","Rajasthan"
"Yes","90000021","80000021","80000021","90000021","ING Vysya Bank","Nashik","412022","90000021","8000609","2021-10-30","90000021","2021-10-30","ICICI Lombard ","90000021","ICICI Lombard ","22","Test22","Sikkim"
"Yes","90000022","80000022","80000022","90000022","Jammu and Kashmir Bank","Osmanabad","412023","90000022","8000610","2021-10-31","90000022","2021-10-31","HDFC ERGO ","90000022","HDFC ERGO ","23","Test23","Tamil Nadu"
"Yes","90000023","80000023","80000023","90000023","Karnataka Bank Ltd","Pandharpur","412024","90000023","8000611","2021-11-01","90000023","2021-11-01","Future Generali India ","90000023","Future Generali India ","24","Test24","Telangana"
"Yes","90000024","80000024","80000024","90000024","Karur Vysya Bank","Parbhani","412025","90000024","8000612","2021-11-02","90000024","2021-11-02","Universal Sompo ","90000024","Universal Sompo ","25","Test25","Tripura"
"Yes","90000025","80000025","80000025","90000025","Kotak Bank","Pune","412026","90000025","8000613","2021-11-03","90000025","2021-11-03","Shriram General ","90000025","Shriram General ","26","Test26","Uttar Pradesh"
"Yes","90000026","80000026","80000026","90000026","Laxmi Vilas Bank","Ratnagiri","412027","90000026","8000614","2021-11-04","90000026","2021-11-04","Bharti AXA General","90000026","Bharti AXA General","27","Test27","Uttarakhand"
"Yes","90000027","80000027","80000027","90000027","Oriental Bank of Commerce","Sangli","412028","90000027","8000615","2021-11-05","90000027","2021-11-05","Raheja QBE ","90000027","Raheja QBE ","28","Test28","West Bengal"
"Yes","90000028","80000028","80000028","90000028","Punjab National Bank  Corporate Banking","Satara","412029","90000028","8000616","2021-11-06","90000028","2021-11-06","SBI General ","90000028","SBI General ","29","Test29","Andhra Pradesh"
"Yes","90000029","80000029","80000029","90000029","Punjab National Bank  Retail Banking","Sevagram","412030","90000029","8000617","2021-11-07","90000029","2021-11-07","L  T General ","90000029","Reliance General  ","30","Test30","Arunachal Pradesh"
"Yes","90000030","80000030","80000030","90000030","Punjab Sind Bank","Solapur","412031","90000030","8000618","2021-11-08","90000030","2021-11-08","Royal Sundaram  ","90000030","Royal Sundaram  ","31","Test31","Assam"
"Yes","90000031","80000031","80000031","90000031","Shamrao Vitthal Cooperative Bank","Thane","412032","90000031","8000619","2021-11-09","90000031","2021-11-09","Reliance General  ","90000031","Reliance General  ","32","Test32","Bihar"
"Yes","90000032","80000032","80000032","90000032","South Indian Bank","Sangli","412033","90000032","8000620","2021-11-10","90000032","2021-11-10","IFFCO TOKIO ","90000032","Reliance General  ","33","Test33","Chhattisgarh"
"Yes","90000033","80000033","80000033","90000033","State Bank of Bikaner Jaipur","Satara","412034","90000033","8000621","2021-11-11","90000033","2021-11-11","TATA AIG ","90000033","TATA AIG ","34","Test34","Goa"
"Yes","90000034","80000034","80000034","90000034","State Bank of Hyderabad","Sevagram","412035","90000034","8000622","2021-11-12","90000034","2021-11-12","Bajaj Allianz ","90000034","Bajaj Allianz ","35","Test35","Gujarat"
"Yes","90000035","80000035","80000035","90000035","State Bank of India","Solapur","412036","90000035","8000623","2021-11-13","90000035","2021-11-13","Cholamandalam MS ","90000035","Cholamandalam MS ","36","Test36","Haryana"
"Yes","90000036","80000036","80000036","90000036","State Bank of Mysore","Thane","412037","90000036","8000624","2021-11-14","90000036","2021-11-14","ICICI Lombard ","90000036","ICICI Lombard ","37","Test37","Himachal Pradesh"
"Yes","90000037","80000037","80000037","90000037","State Bank of Patiala","Ulhasnagar","412038","90000037","8000625","2021-10-21","90000037","2021-10-21","HDFC ERGO ","90000037","HDFC ERGO ","38","Test38","Jharkhand"
"Yes","90000038","80000038","80000038","90000038","State Bank of Travancore","Vasai Virar","412039","90000038","8000626","2021-10-22","90000038","2021-10-22","Future Generali India ","90000038","Future Generali India ","39","Test39","Karnataka"
"Yes","90000039","80000039","80000039","90000039","Syndicate Bank","Wardha","412040","90000039","8000627","2021-10-23","90000039","2021-10-23","Universal Sompo ","90000039","Universal Sompo ","40","Test40","Kerala"
"Yes","90000040","80000040","80000040","90000040","Tamilnad Mercantile Bank Ltd","Sangli","412041","90000040","8000628","2021-10-24","90000040","2021-10-24","Shriram General ","90000040","Shriram General ","41","Test41","Madhya Pradesh"
"Yes","90000041","80000041","80000041","90000041","UCO Bank","Satara","412042","90000041","8000629","2021-10-25","90000041","2021-10-25","Bharti AXA General","90000041","Bharti AXA General","42","Test42","Maharashtra"
"Yes","90000000","80000000","80000000","90000000","Allahabad Bank","Sevagram","412001","90000000","8000630","2021-10-26","90000000","2021-10-26","Royal Sundaram  ","90000000","Royal Sundaram  ","1","Test1","Manipur"
"Yes","90000001","80000001","80000001","90000001","Andhra Bank","Solapur","412002","90000001","8000631","2021-10-27","90000001","2021-10-27","Reliance General  ","90000001","Reliance General  ","2","Test2","Meghalaya"
"Yes","90000002","80000002","80000002","90000002","Axis Bank","Thane","412003","90000002","8000632","2021-10-28","90000002","2021-10-28","IFFCO TOKIO ","90000002","TATA AIG ","3","Test3","Mizoram"
"Yes","90000003","80000003","80000003","90000003","Bank of Bahrain and Kuwait","Ulhasnagar","412004","90000003","8000633","2021-10-29","90000003","2021-10-29","TATA AIG ","90000003","TATA AIG ","4","Test4","Nagaland"
"Yes","90000004","80000004","80000004","90000004","Bank of Baroda","Vasai Virar","412005","90000004","8000634","2021-10-30","90000004","2021-10-30","Bajaj Allianz ","90000004","Bajaj Allianz ","5","Test5","Odisha"
"Yes","90000005","80000005","80000005","90000005","Bank of Baroda  Retail Banking","Wardha","412006","90000005","8000635","2021-10-31","90000005","2021-10-31","Cholamandalam MS ","90000005","Cholamandalam MS ","6","Test6","Punjab"
"Yes","90000006","80000006","80000006","90000006","Bank of India","Yavatmal","412007","90000006","8000636","2021-11-01","90000006","2021-11-01","ICICI Lombard ","90000006","ICICI Lombard ","7","Test7","Rajasthan"
"Yes","90000007","80000007","80000007","90000007","Bank of Maharashtra","Buldhana","412008","90000007","8000637","2021-11-02","90000007","2021-11-02","HDFC ERGO ","90000007","HDFC ERGO ","8","Test8","Sikkim"
"Yes","90000008","80000008","80000008","90000008","Canara Bank","Chandrapur","412009","90000008","8000638","2021-11-03","90000008","2021-11-03","Future Generali India ","90000008","Future Generali India ","9","Test9","Tamil Nadu"
"Yes","90000009","80000009","80000009","90000009","Central Bank of India","Daulatabad","412010","90000009","8000639","2021-11-04","90000009","2021-11-04","Universal Sompo ","90000009","Universal Sompo ","10","Test10","Telangana"
"Yes","90000010","80000010","80000010","90000010","City Union Bank","Dhule","412011","90000010","8000640","2021-11-05","90000010","2021-11-05","Shriram General ","90000010","Shriram General ","11","Test11","Tripura"
"Yes","90000011","80000011","80000011","90000011","Corporation Bank","Jalgaon","412012","90000011","8000641","2021-11-06","90000011","2021-11-06","Bharti AXA General","90000011","Bharti AXA General","12","Test12","Uttar Pradesh"
"Yes","90000012","80000012","80000012","90000012","Deutsche Bank","Kalyan","412013","90000012","8000642","2021-11-07","90000012","2021-11-07","Raheja QBE ","90000012","Raheja QBE ","13","Test13","Uttarakhand"
"Yes","90000013","80000013","80000013","90000013","Development Credit Bank","Karli","412014","90000013","8000643","2021-11-08","90000013","2021-11-08","SBI General ","90000013","SBI General ","14","Test14","West Bengal"
"Yes","90000014","80000014","80000014","90000014","Dhanlaxmi Bank","Kolhapur","412015","90000014","8000644","2021-11-09","90000014","2021-11-09","L  T General ","90000014","Reliance General  ","15","Test15","Andhra Pradesh"
"Yes","90000015","80000015","80000015","90000015","Federal Bank","Mahabaleshwar","412016","90000015","8000645","2021-11-10","90000015","2021-11-10","Royal Sundaram  ","90000015","Royal Sundaram  ","16","Test16","Arunachal Pradesh"
"Yes","90000016","80000016","80000016","90000016","ICICI Bank","Malegaon","412017","90000016","8000646","2021-11-11","90000016","2021-11-11","Reliance General  ","90000016","Reliance General  ","17","Test17","Assam"
